-DOCSTART- -X- O
สะอาด -X- _ I-Room_Pos
ห้องกว้าง -X- _ I-Room_Pos

ห้องพักสะอาด -X- _ B-Clean_Pos
แอร์เย็น -X- _ O
ทุกอย่างดีมาก -X- _ O

ห้องกว้าง -X- _ B-Room_Pos
ราคาไม่แพง -X- _ B-Price_Pos
แต่ที่จอดรถรงน้อยไปนิดนึ่ง -X- _ O
ต้องเข้าซอย -X- _ O

ที่พักสะอาด -X- _ B-Clean_Pos
บริการดี -X- _ B-Service_Pos
ทำความสะอาดห้องให้ทุกวันที่ไปเข้าพักดีมาก -X- _ I-Service_Pos

หมอนน้อยค่ะ -X- _ B-Facilities_Neu
ไม่แน่นด้วย -X- _ I-Facilities_Neu
นิ่มๆ -X- _ I-Facilities_Neu
อย่างอื่นโอเคค่ะ -X- _ I-Facilities_Neu

ดีมาก -X- _ O
สะดวก -X- _ O
สะอาด -X- _ O
สบาย -X- _ O
สงบ -X- _ O
คุณภาพเกินราคา -X- _ B-Quality_Pos

ก็ดีห้องก็ใช้ได้ -X- _ B-Room_Neu
เตียงนิ่มสบายใช้ได้ราคาไม่แพง -X- _ B-Price_Pos

พักประจำ -X- _ B-Impressed_Pos
โรงแรมนี้ดีมากๆ -X- _ I-Impressed_Pos
สุดยอด -X- _ I-Impressed_Pos

ห้องใหญ่ -X- _ B-Room_Pos
สะอาด -X- _ I-Room_Pos
เตียงค่อนข้างเฟิร์ม -X- _ I-Room_Pos
แอร์เย็นดีครับ -X- _ I-Room_Pos

รร.ดีสะอาด -X- _ B-Clean_Pos
แต่ห้องไม่เก็บเสียงได้ยิน -X- _ B-Room_Neg
เสียงจากข้างห้อง -X- _ I-Room_Neg
เสียงเดินจากข้างบน -X- _ O
ทำให้นอนไม่หลับ -X- _ O

ดี -X- _ B-Service_Neu
แต่พนักงานทำความสะอาดเสียงดังมาก -X- _ I-Service_Neu

ห้องพักดี -X- _ B-Room_Pos
ราคาถูก -X- _ B-Price_Pos
พนักงานบริการด้วยใจ -X- _ B-Service_Pos
พร้อมให้ความช่วยเหลือ -X- _ I-Service_Pos

ราคาไม่แพง -X- _ B-Price_Pos
สมเหตุสมผล -X- _ I-Price_Pos
สะดวกสบายมากคะ -X- _ B-Convenience_Pos

สบุ่ -X- _ B-Facilities_Neu
ยาสระผม -X- _ I-Facilities_Neu
ให้น้อยมากๆ -X- _ I-Facilities_Neu
ควรปรับปรุง -X- _ I-Facilities_Neu

ที่พักดีค่ะ -X- _ B-Quality_Pos
สบายเกินราคา -X- _ I-Quality_Pos
โรงแรมดูใหม่สะอาดตา -X- _ I-Quality_Pos
สิ่งอำนวยความสะดวกครบครัน -X- _ B-Facilities_Pos
มีตู้เซฟด้วย -X- _ I-Facilities_Pos
คือดีมากค่ะ -X- _ I-Facilities_Pos

ห้องพักสะอาดระดับนึง -X- _ B-Clean_Neu
เฟอนิเจอร์ครบครันเหมาะพักผ่อนระยะสั้น -X- _ B-Facilities_Pos

มีไดร์เป่าผม -X- _ B-Facilities_Pos
ห้องกว้างกว่าที่อื่นในระแวกใกล้เคียง -X- _ O

ห้องใหม่ -X- _ B-Room_Pos
สะอาด -X- _ I-Room_Pos
มีที่จอดรถ -X- _ I-Room_Pos
ราคาไม่แพง​ -X- _ B-Price_Pos
500กว่าบาทถือว่าพักได้ครับ -X- _ I-Price_Pos

บริการดีมากค่ะ -X- _ B-Service_Pos
ห้องพักสะอาด -X- _ B-Clean_Pos
อุปกรณ์อำนวยความสะดวกครบ -X- _ B-Facilities_Pos

ที่พักดีค่ะ -X- _ O
แต่ข้างห้องเสียงดังทั้งคืนเลย -X- _ O
น่าจะเป็นชาวต่างชาติอ่ะ -X- _ O
ห้องน่าจะเก็บเสียงได้ดีกว่านี้นิดนึง -X- _ B-Room_Neu

ดีทุกอย่าง -X- _ O
ติอยู่อย่างเดียวค่ะพนักงานทำความสะอาดแอบเสียงดังไปนิดหนึ่งคะ -X- _ B-Service_Neu

ห้องดีคุ้มราคา -X- _ B-Value_Pos
ของใช้ในห้องสะดวก -X- _ I-Value_Pos
ห้องสะอาด -X- _ B-Clean_Pos

ดีมากเลยค่ะ -X- _ O
พนักงานพูดจาดี -X- _ B-Service_Pos
ห้องพักสะอาด -X- _ B-Clean_Pos
อาหารอร่อย -X- _ B-Food_Pos

พัก3คืนดีมากเลยคะห้องสะอาด​ -X- _ B-Clean_Pos
การเปลี่ยนผ้าเช็ดตัวเข้ามาทำความสะอาดทุกวัน -X- _ B-Service_Pos

ห้องสบาย -X- _ B-Room_Pos
สะอาด -X- _ I-Room_Pos
พนักงานต้อนรับดี -X- _ B-Service_Pos

ห้องสะอาด -X- _ B-Clean_Pos
เหมาะสมมากคุ่รัก -X- _ O
พนักงานอัธยาศัยดี -X- _ B-Service_Pos

เตียงชั้น -X- _ B-Facilities_Neu
8 -X- _ I-Facilities_Neu
เล็กไปหน่อยครับ -X- _ I-Facilities_Neu
เตียงไม่เท่ากันหราครับ -X- _ I-Facilities_Neu

สะอาด -X- _ B-Clean_Pos
น่าอยู่พนักงานบริการดี -X- _ B-Service_Pos
มองดูที่พักอื่นๆก็ไม่พ้นต้องกลับมาที่นี่เหมือนเดิม -X- _ B-Impressed_Pos
พักนาน9วัน -X- _ I-Impressed_Pos

ราคาไม่แรง -X- _ B-Price_Pos
ห้องพักสบาย -X- _ B-Room_Pos
มีสิ่งอำนวยความสะดวก -X- _ B-Facilities_Pos
มีเซเว่นใต้ตึก -X- _ O
ทุกอย่างโอเค -X- _ O

ห้องดี -X- _ B-Room_Pos
อาหารอร่อย -X- _ B-Food_Pos
แต่ได้ยินเสียงเหมือนคนเดิน -X- _ O
ทำความสะอาดทั้งคืนเลยค่ะ -X- _ O

ราคาไม่แพง -X- _ B-Price_Pos
มีอาหารเช้า -X- _ O
มีที่จอดรถสะดวก -X- _ O
แต่ได้ยินเสียงด้านนอก -X- _ O
เสียงค่อนข้างรบกวน -X- _ O
แต่โดยรวมดี -X- _ O

สิ่งอำนวยความสะดวกครบครัน -X- _ B-Facilities_Pos
ผ้าปูที่นอนผ้าห่มสะอาดมีกลิ่นหอม -X- _ O
แต่อ้างล่างหน้าน้ำไหลเบาไปนิดนึงค่ะ -X- _ O

จะไปบอกต่อครับ -X- _ B-Recommend_Pos
เพราะ -X- _ I-Recommend_Pos
ต้อนรับดี -X- _ I-Recommend_Pos
ที่พักดี -X- _ I-Recommend_Pos
สงบมาก -X- _ I-Recommend_Pos

หมอนแฟบ -X- _ B-Convenience_Neg
นอนแล้วปวดคอมาก -X- _ I-Convenience_Neg
ห้องอับ -X- _ B-Quality_Neu
แอร์มีแต่ฝุ่น -X- _ I-Quality_Neu
แต่ก็พออยู่ได้ -X- _ I-Quality_Neu
สมราคา -X- _ I-Quality_Neu

ที่พักดี -X- _ B-Clean_Pos
สะอาด -X- _ I-Clean_Pos
ราคาไม่แพงมี -X- _ B-Price_Pos
ที่จอดรถติดเซเว่นสะดวก -X- _ I-Price_Pos

ห้องพักสะอาด -X- _ B-Quality_Pos
ใหม่ -X- _ I-Quality_Pos
เหมาะสมตามราคา -X- _ I-Quality_Pos

บริการดี -X- _ B-Service_Pos
ใกล้7-11 -X- _ O
มีที่จอดรถ -X- _ O
ที่นอนนอนสบายมาก -X- _ B-Convenience_Pos
อยากซื้อมาไว้ที่บ้าน -X- _ I-Convenience_Pos

ห้องพักสะดวก -X- _ B-Room_Pos
สบาย -X- _ I-Room_Pos
สะอาด -X- _ I-Room_Pos
ราคาไม่แพง -X- _ B-Price_Pos
เดินทางสะดวกแนะนำเลยคะ -X- _ B-Recommend_Pos

ห้องพักสะอาด -X- _ B-Clean_Pos
นอนสบาย -X- _ B-Convenience_Pos
มีที่จอดรถเยอะดีค่ะ -X- _ O

สะอาด -X- _ B-Value_Pos
คุ้มค่าราคา -X- _ I-Value_Pos
พนักงานพูดจาไพเราะบริการดี -X- _ B-Service_Pos

ห้องพักดี -X- _ B-Room_Pos
นอนสบายมาก -X- _ I-Room_Pos
ชอบมากค่ะ -X- _ I-Room_Pos
มาพักรอบที่สองแล้ว -X- _ B-Impressed_Pos
และจะมาพักอีกนะคะ -X- _ I-Impressed_Pos

ห้องสะอาดมาก -X- _ B-Clean_Pos
พนักงานน่ารัก -X- _ B-Service_Pos
พูดเพราะ -X- _ I-Service_Pos
คุ้มเกินราคา -X- _ B-Value_Pos

ห้องพัก -X- _ B-Quality_Pos
= -X- _ I-Quality_Pos
ดีมาก -X- _ I-Quality_Pos
เหมาะสมกับราคา -X- _ I-Quality_Pos
ใหม่ -X- _ I-Quality_Pos
สะอาด -X- _ I-Quality_Pos
ที่นอนสบาย -X- _ I-Quality_Pos
บริการ -X- _ B-Service_Pos
= -X- _ I-Service_Pos
การบริการดีมาก -X- _ I-Service_Pos
เหมาะสม -X- _ O
การเดินทาง -X- _ O
= -X- _ O
ต้องใช้บริการ -X- _ O
Grab -X- _ O
แต่ก็สะดวก -X- _ O
ไม่ไกล -X- _ O
แอร์พอร์ตลิงค์ -X- _ O

พนักงานยิ้มแย้มให้บริการดี -X- _ B-Service_Pos
ห้องพักสะอาด​ -X- _ B-Clean_Pos
ที่จอดรถค่อนข้างเยอะ​ -X- _ O
มีเสียงรบกวนบ้างจากด้านบน​ -X- _ O
คนเดิน -X- _ O
เปิดลิฟท์ -X- _ O

ราคาดีครับ -X- _ B-Price_Pos
อาหารอร่อย -X- _ B-Food_Pos
ห้องสูด -X- _ O
ราคาไม่แพง -X- _ B-Price_Pos
ดีทุกอย่างนอนสบาย -X- _ B-Convenience_Pos

ดีหมด -X- _ B-Location_Pos
ทั้งห้องทั้งทำเล -X- _ I-Location_Pos
ทั้งสตาฟ -X- _ O
ติดอย่างเดียวคือเวลารับประทานอาฟารเช้าพนักงานชอบมายืนดูว่าเราตักอะไรบ้าง -X- _ O
คือยืนดูแบบใกล้ๆ -X- _ O
จนน่าเกลียด -X- _ O

ห้องดีมาก -X- _ B-Room_Pos
แต่แคบไปนิด -X- _ O

ที่พักดี -X- _ B-Value_Pos
ราคาคุ้มค่า -X- _ I-Value_Pos
อาหารอร่อย -X- _ B-Food_Pos
แต่เตียงแข็งไปหน่อย -X- _ O

ห้องพักดีมากค่ะ -X- _ B-Room_Pos
